epoch;mse
101;2.0163246028551718E-4
102;2.013717608933372E-4
103;2.0110448256960452E-4
104;2.008309480557427E-4
105;2.0055146988247184E-4
106;2.0026635031862737E-4
107;1.9997588137490887E-4
108;1.996803448550211E-4
109;1.9938001244746816E-4
110;1.9907514585198706E-4
111;1.987659969352598E-4
112;1.9845280791114012E-4
113;1.98135811541167E-4
114;1.9781523135161408E-4
115;1.9749128186377434E-4
116;1.9716416883455547E-4
117;1.9683408950482877E-4
118;1.9650123285328157E-4
119;1.9616577985381243E-4
120;1.958279037347645E-4
121;1.9548777023851077E-4
122;1.9514553788012486E-4
123;1.9480135820403372E-4
124;1.9445537603772782E-4
125;1.9410772974173249E-4
126;1.9375855145518516E-4
127;1.9340796733646686E-4
128;1.9305609779843947E-4
129;1.9270305773793289E-4
130;1.9234895675919323E-4
131;1.9199389939108272E-4
132;1.9163798529787577E-4
133;1.9128130948354633E-4
134;1.9092396248949423E-4
135;1.9056603058568644E-4
136;1.902075959552348E-4
137;1.8984873687245162E-4
138;1.8948952787445505E-4
139;1.891300399264134E-4
140;1.8877034058053708E-4
141;1.8841049412894167E-4
142;1.8805056175051667E-4
143;1.8769060165194274E-4
144;1.8733066920301227E-4
145;1.8697081706640952E-4
146;1.866110953221109E-4
147;1.8625155158657396E-4
148;1.858922311268777E-4
149;1.8553317696998417E-4
150;1.8517443000728697E-4
151;1.848160290946126E-4
152;1.8445801114783868E-4
153;1.8410041123429285E-4
154;1.8374326266008852E-4
155;1.8338659705355678E-4
156;1.830304444449244E-4
157;1.8267483334239088E-4
158;1.8231979080474475E-4
159;1.8196534251066729E-4
160;1.816115128248527E-4
161;1.8125832486108614E-4
162;1.8090580054240193E-4
163;1.8055396065845092E-4
164;1.802028249201949E-4
165;1.7985241201204355E-4
166;1.7950273964155054E-4
167;1.791538245867699E-4
168;1.7880568274138237E-4
169;1.7845832915768656E-4
170;1.7811177808755595E-4
171;1.7776604302144835E-4
172;1.7742113672556146E-4
173;1.7707707127721407E-4
174;1.7673385809853883E-4
175;1.7639150798856167E-4
176;1.7605003115374278E-4
177;1.7570943723705108E-4
178;1.7536973534564108E-4
179;1.7503093407719519E-4
180;1.7469304154499652E-4
181;1.7435606540179097E-4
182;1.7402001286249356E-4
183;1.736848907257992E-4
184;1.733507053947415E-4
185;1.7301746289625822E-4
186;1.7268516889980403E-4
187;1.723538287350601E-4
188;1.7202344740878088E-4
189;1.7169402962082127E-4
190;1.7136557977938274E-4
191;1.71038102015516E-4
192;1.7071160019691486E-4
193;1.703860779410388E-4
194;1.7006153862759115E-4
195;1.697379854103902E-4
196;1.6941542122865693E-4
197;1.6909384881775194E-4
198;1.6877327071938546E-4
199;1.684536892913273E-4
200;1.6813510671664111E-4
201;1.6781752501246496E-4
202;1.6750094603836218E-4
203;1.6718537150426006E-4
204;1.668708029780016E-4
205;1.665572418925232E-4
206;1.6624468955268239E-4
207;1.6593314714174716E-4
208;1.6562261572756814E-4
209;1.6531309626844652E-4
210;1.650045896187123E-4
211;1.6469709653402892E-4
212;1.6439061767643622E-4
213;1.6408515361914517E-4
214;1.6378070485109658E-4
215;1.6347727178129374E-4
216;1.6317485474292307E-4
217;1.6287345399727105E-4
218;1.625730697374474E-4
219;1.622737020919255E-4
220;1.6197535112790694E-4
221;1.616780168545208E-4
222;1.6138169922586478E-4
223;1.610863981438962E-4
224;1.6079211346117984E-4
225;1.6049884498350016E-4
226;1.6020659247234476E-4
227;1.5991535564726433E-4
228;1.5962513418811707E-4
229;1.593359277372011E-4
230;1.5904773590128077E-4
231;1.587605582535154E-4
232;1.5847439433528873E-4
233;1.5818924365795147E-4
234;1.5790510570447557E-4
235;1.5762197993102593E-4
236;1.5733986576845613E-4
237;1.5705876262372905E-4
238;1.5677866988126712E-4
239;1.5649958690423508E-4
240;1.5622151303576028E-4
241;1.5594444760009182E-4
242;1.5566838990370156E-4
243;1.5539333923633158E-4
244;1.551192948719891E-4
245;1.5484625606989217E-4
246;1.5457422207536706E-4
247;1.5430319212070368E-4
248;1.5403316542596585E-4
249;1.5376414119976315E-4
250;1.5349611863998242E-4
251;1.5322909693448548E-4
252;1.529630752617691E-4
253;1.5269805279159403E-4
254;1.5243402868558322E-4
255;1.5217100209778767E-4
256;1.5190897217522565E-4
257;1.5164793805839616E-4
258;1.5138789888176414E-4
259;1.5112885377422338E-4
260;1.508708018595352E-4
261;1.5061374225674605E-4
262;1.5035767408058304E-4
263;1.5010259644183114E-4
264;1.4984850844768966E-4
265;1.4959540920211298E-4
266;1.4934329780613183E-4
267;1.4909217335816013E-4
268;1.4884203495428615E-4
269;1.4859288168854763E-4
270;1.4834471265319515E-4
271;1.4809752693894054E-4
272;1.4785132363519333E-4
273;1.4760610183028536E-4
274;1.4736186061168358E-4
275;1.4711859906619282E-4
276;1.4687631628014766E-4
277;1.46635011339594E-4
278;1.463946833304629E-4
279;1.4615533133873447E-4
280;1.4591695445059308E-4
281;1.4567955175257612E-4
282;1.4544312233171313E-4
283;1.452076652756597E-4
284;1.4497317967282304E-4
285;1.4473966461248214E-4
286;1.4450711918490098E-4
287;1.4427554248143542E-4
288;1.4404493359463678E-4
289;1.4381529161834752E-4
290;1.4358661564779247E-4
291;1.433589047796671E-4
292;1.431321581122184E-4
293;1.429063747453236E-4
294;1.4268155378056448E-4
295;1.424576943212961E-4
296;1.4223479547271388E-4
297;1.4201285634191658E-4
298;1.4179187603796442E-4
299;1.4157185367193688E-4
300;1.413527883569843E-4
301;1.4113467920837922E-4
302;1.4091752534356347E-4
303;1.4070132588219275E-4
304;1.4048607994617985E-4
305;1.4027178665973404E-4
306;1.4005844514939928E-4
307;1.3984605454409009E-4
308;1.3963461397512467E-4
309;1.394241225762573E-4
310;1.3921457948370825E-4
311;1.390059838361918E-4
312;1.387983347749431E-4
313;1.38591631443743E-4
314;1.3838587298894205E-4
315;1.3818105855948213E-4
316;1.379771873069178E-4
317;1.377742583854354E-4
318;1.3757227095187176E-4
319;1.373712241657315E-4
320;1.371711171892027E-4
321;1.3697194918717255E-4
322;1.3677371932724097E-4
323;1.3657642677973415E-4
324;1.3638007071771678E-4
325;1.3618465031700337E-4
326;1.359901647561692E-4
327;1.3579661321655976E-4
328;1.3560399488230039E-4
329;1.3541230894030466E-4
330;1.3522155458028224E-4
331;1.3503173099474588E-4
332;1.3484283737901854E-4
333;1.3465487293123915E-4
334;1.344678368523682E-4
335;1.3428172834619307E-4
336;1.3409654661933237E-4
337;1.339122908812404E-4
338;1.337289603442104E-4
339;1.3354655422337863E-4
340;1.3336507173672654E-4
341;1.3318451210508377E-4
342;1.3300487455213044E-4
343;1.3282615830439886E-4
344;1.326483625912752E-4
345;1.32471486645001E-4
346;1.322955297006738E-4
347;1.3212049099624844E-4
348;1.3194636977253716E-4
349;1.3177316527321E-4
350;1.3160087674479498E-4
351;1.3142950343667786E-4
352;1.3125904460110186E-4
353;1.3108949949316683E-4
354;1.309208673708292E-4
355;1.3075314749490043E-4
356;1.305863391290461E-4
357;1.3042044153978522E-4
358;1.302554539964882E-4
359;1.3009137577137567E-4
360;1.2992820613951702E-4
361;1.2976594437882872E-4
362;1.29604589770072E-4
363;1.2944414159685129E-4
364;1.2928459914561237E-4
365;1.2912596170563964E-4
366;1.289682285690545E-4
367;1.2881139903081273E-4
368;1.2865547238870203E-4
369;1.285004479433399E-4
370;1.283463249981706E-4
371;1.2819310285946302E-4
372;1.280407808363077E-4
373;1.2788935824061448E-4
374;1.2773883438710914E-4
375;1.2758920859333144E-4
376;1.2744048017963107E-4
377;1.272926484691659E-4
378;1.2714571278789837E-4
379;1.2699967246459283E-4
380;1.2685452683081191E-4
381;1.2671027522091438E-4
382;1.2656691697205124E-4
383;1.2642445142416306E-4
384;1.262828779199767E-4
385;1.2614219580500205E-4
386;1.260024044275291E-4
387;1.2586350313862433E-4
388;1.2572549129212803E-4
389;1.2558836824465048E-4
390;1.2545213335556893E-4
391;1.253167859870247E-4
392;1.2518232550391906E-4
393;1.2504875127391076E-4
394;1.2491606266741234E-4
395;1.2478425905758668E-4
396;1.246533398203441E-4
397;1.2452330433433868E-4
398;1.24394151980965E-4
399;1.2426588214435513E-4
400;1.2413849421137466E-4
401;1.2401198757162004E-4
402;1.2388636161741483E-4
403;1.2376161574380646E-4
404;1.2363774934856286E-4
405;1.235147618321694E-4
406;1.2339265259782517E-4
407;1.232714210514398E-4
408;1.2315106660163014E-4
409;1.2303158865971717E-4
410;1.2291298663972235E-4
411;1.227952599583644E-4
412;1.2267840803505614E-4
413;1.2256243029190093E-4
414;1.2244732615368967E-4
415;1.223330950478974E-4
416;1.2221973640467995E-4
417;1.221072496568708E-4
418;1.2199563423997788E-4
419;1.2188488959217976E-4
420;1.2177501515432334E-4
421;1.2166601036991993E-4
422;1.2155787468514222E-4
423;1.2145060754882117E-4
424;1.2134420841244264E-4
425;1.2123867673014431E-4
426;1.2113401195871251E-4
427;1.2103021355757891E-4
428;1.2092728098881762E-4
429;1.2082521371714181E-4
430;1.2072401120990076E-4
431;1.206236729370764E-4
432;1.2052419837128068E-4
433;1.2042558698775212E-4
434;1.2032783826435295E-4
435;1.2023095168156569E-4
436;1.2013492672249063E-4
437;1.2003976287284231E-4
438;1.1994545962094657E-4
439;1.1985201645773771E-4
440;1.1975943287675544E-4
441;1.1966770837414164E-4
442;1.1957684244863775E-4
443;1.1948683460158146E-4
444;1.19397684336904E-4
445;1.1930939116112707E-4
446;1.1922195458335988E-4
447;1.1913537411529638E-4
448;1.1904964927121227E-4
449;1.1896477956796196E-4
450;1.1888076452497601E-4
451;1.1879760366425809E-4
452;1.1871529651038198E-4
453;1.1863384259048908E-4
454;1.1855324143428531E-4
455;1.1847349257403855E-4
456;1.1839459554457537E-4
457;1.1831654988327898E-4
458;1.182393551300857E-4
459;1.1816301082748283E-4
460;1.1808751652050552E-4
461;1.1801287175673429E-4
462;1.1793907608629214E-4
463;1.1786612906184193E-4
464;1.1779403023858371E-4
465;1.1772277917425196E-4
466;1.1765237542911323E-4
467;1.1758281856596313E-4
468;1.1751410815012366E-4
469;1.1744624374944133E-4
470;1.1737922493428358E-4
471;1.1731305127753679E-4
472;1.1724772235460362E-4
473;1.1718323774340032E-4
474;1.1711959702435443E-4
475;1.1705679978040194E-4
476;1.1699484559698506E-4
477;1.1693373406204956E-4
478;1.1687346476604224E-4
479;1.1681403730190876E-4
480;1.1675545126509062E-4
481;1.1669770625352348E-4
482;1.1664080186763399E-4
483;1.16584737710338E-4
484;1.1652951338703763E-4
485;1.164751285056192E-4
486;1.1642158267645082E-4
487;1.1636887551237989E-4
488;1.16317006628731E-4
489;1.1626597564330337E-4
490;1.1621578217636857E-4
491;1.1616642585066831E-4
492;1.1611790629141218E-4
493;1.160702231262753E-4
494;1.1602337598539592E-4
495;1.1597736450137337E-4
496;1.15932188309266E-4
497;1.1588784704658836E-4
498;1.1584434035330965E-4
499;1.158016678718511E-4
500;1.1575982924708399E-4
501;1.157188241263275E-4
502;1.1567865215934634E-4
503;1.1563931299834891E-4
504;1.1560080629798501E-4
505;1.1556313171534367E-4
506;1.1552628890995118E-4
507;1.1549027754376906E-4
508;1.1545509728119171E-4
509;1.1542074778904479E-4
510;1.153872287365827E-4
511;1.1535453979548695E-4
512;1.1532268063986382E-4
513;1.152916509462427E-4
514;1.1526145039357382E-4
515;1.1523207866322636E-4
516;1.1520353543898653E-4
517;1.1517582040705568E-4
518;1.1514893325604829E-4
519;1.1512287367698987E-4
520;1.1509764136331539E-4
521;1.1507323601086733E-4
522;1.1504965731789334E-4
523;1.1502690498504519E-4
524;1.1500497871537608E-4
525;1.1498387821433943E-4
526;1.149636031897867E-4
527;1.1494415335196573E-4
528;1.1492552841351881E-4
529;1.1490772808948115E-4
530;1.148907520972788E-4
531;1.1487460015672702E-4
532;1.1485927199002858E-4
533;1.14844767321772E-4
534;1.1483108587892985E-4
535;1.1481822739085691E-4
536;1.1480619158928865E-4
537;1.1479497820833935E-4
538;1.1478458698450087E-4
539;1.1477501765664027E-4
540;1.1476626996599897E-4
541;1.1475834365619034E-4
542;1.1475123847319882E-4
543;1.1474495416537773E-4
544;1.1473949048344818E-4
545;1.147348471804969E-4
546;1.1473102401197537E-4
547;1.1472802073569759E-4
548;1.1472583711183913E-4
549;1.1472447290293519E-4
550;1.1472392787387935E-4
551;1.1472420179192176E-4
552;1.1472529442666805E-4
553;1.1472720555007757E-4
554;1.1472993493646209E-4
555;1.1473348236248416E-4
556;1.1473784760715593E-4
557;1.1474303045183755E-4
558;1.1474903068023572E-4
559;1.1475584807840243E-4
560;1.1476348243473368E-4
561;1.147719335399678E-4
562;1.1478120118718412E-4
563;1.1479128517180202E-4
564;1.148021852915791E-4
565;1.1481390134661037E-4
566;1.1482643313932622E-4
567;1.1483978047449199E-4
568;1.1485394315920606E-4
569;1.1486892100289877E-4
570;1.1488471381733127E-4
571;1.1490132141659408E-4
572;1.1491874361710604E-4
573;1.1493698023761283E-4
574;1.1495603109918614E-4
575;1.1497589602522222E-4
576;1.1499657484144076E-4
577;1.1501806737588368E-4
578;1.1504037345891386E-4
579;1.1506349292321442E-4
580;1.1508742560378722E-4
581;1.1511217133795167E-4
582;1.1513772996534391E-4
583;1.151641013279156E-4
584;1.151912852699328E-4
585;1.152192816379748E-4
586;1.1524809028093337E-4
587;1.152777110500115E-4
588;1.1530814379872223E-4
589;1.1533938838288782E-4
590;1.1537144466063899E-4
591;1.154043124924133E-4
592;1.1543799174095474E-4
593;1.1547248227131244E-4
594;1.1550778395083974E-4
595;1.1554389664919344E-4
596;1.1558082023833257E-4
597;1.1561855459251779E-4
598;1.1565709958831024E-4
599;1.1569645510457069E-4
600;1.1573662102245865E-4
601;1.1577759722543161E-4
602;1.1581938359924407E-4
603;1.1586198003194669E-4
604;1.159053864138854E-4
605;1.1594960263770075E-4
606;1.159946285983271E-4
607;1.1604046419299136E-4
608;1.1608710932121278E-4
609;1.161345638848021E-4
610;1.1618282778786035E-4
611;1.1623190093677856E-4
612;1.1628178324023658E-4
613;1.1633247460920296E-4
614;1.1638397495693356E-4
615;1.1643628419897137E-4
616;1.1648940225314558E-4
617;1.165433290395708E-4
618;1.1659806448064665E-4
619;1.1665360850105687E-4
620;1.167099610277689E-4
621;1.1676712199003289E-4
622;1.1682509131938167E-4
623;1.1688386894962945E-4
624;1.1694345481687162E-4
625;1.1700384885948428E-4
626;1.1706505101812319E-4
627;1.171270612357238E-4
628;1.1718987945750017E-4
629;1.1725350563094476E-4
630;1.1731793970582775E-4
631;1.1738318163419672E-4
632;1.174492313703758E-4
633;1.1751608887096546E-4
634;1.1758375409484207E-4
635;1.1765222700315716E-4
636;1.1772150755933719E-4
637;1.1779159572908302E-4
638;1.1786249148036952E-4
639;1.1793419478344519E-4
640;1.1800670561083148E-4
641;1.1808002393732277E-4
642;1.1815414973998584E-4
643;1.1822908299815933E-4
644;1.183048236934536E-4
645;1.1838137180975028E-4
646;1.1845872733320196E-4
647;1.1853689025223186E-4
648;1.186158605575335E-4
649;1.1869563824207047E-4
650;1.1877622330107593E-4
651;1.1885761573205251E-4
652;1.1893981553477218E-4
653;1.1902282271127556E-4
654;1.191066372658721E-4
655;1.191912592051397E-4
656;1.1927668853792434E-4
657;1.1936292527534011E-4
658;1.1944996943076883E-4
659;1.1953782101986003E-4
660;1.1962648006053048E-4
661;1.197159465729645E-4
662;1.1980622057961329E-4
663;1.1989730210519518E-4
664;1.199891911766953E-4
665;1.2008188782336552E-4
666;1.201753920767243E-4
667;1.2026970397055672E-4
668;1.2036482354091416E-4
669;1.2046075082611462E-4
670;1.2055748586674234E-4
671;1.2065502870564755E-4
672;1.2075337938794711E-4
673;1.2085253796102385E-4
674;1.2095250447452703E-4
675;1.2105327898037174E-4
676;1.2115486153273965E-4
677;1.2125725218807849E-4
678;1.2136045100510226E-4
679;1.2146445804479112E-4
680;1.2156927337039186E-4
681;1.2167489704741752E-4
682;1.2178132914364767E-4
683;1.2188856972912859E-4
684;1.21996618876173E-4
685;1.221054766593606E-4
686;1.222151431555381E-4
687;1.2232561844381906E-4
688;1.224369026055845E-4
689;1.225489957244825E-4
690;1.22661897886429E-4
691;1.227756091796075E-4
692;1.2289012969446926E-4
693;1.2300545952373407E-4
694;1.231215987623897E-4
695;1.2323854750769265E-4
696;1.2335630585916813E-4
697;1.2347487391861037E-4
698;1.2359425179008302E-4
699;1.237144395799193E-4
700;1.2383543739672223E-4
701;1.23957245351365E-4
702;1.2407986355699124E-4
703;1.2420329212901556E-4
704;1.243275311851235E-4
705;1.2445258084527194E-4
706;1.245784412316898E-4
707;1.2470511246887814E-4
708;1.2483259468361042E-4
709;1.2496088800493306E-4
710;1.25089992564166E-4
711;1.252199084949028E-4
712;1.25350635933011E-4
713;1.254821750166329E-4
714;1.2561452588618586E-4
715;1.2574768868436274E-4
716;1.2588166355613218E-4
717;1.2601645064873936E-4
718;1.2615205011170646E-4
719;1.2628846209683284E-4
720;1.264256867581959E-4
721;1.2656372425215153E-4
722;1.2670257473733465E-4
723;1.2684223837465942E-4
724;1.269827153273205E-4
725;1.2712400576079283E-4
726;1.2726610984283265E-4
727;1.2740902774347813E-4
728;1.2755275963504992E-4
729;1.276973056921513E-4
730;1.278426660916697E-4
731;1.2798884101277642E-4
732;1.2813583063692798E-4
733;1.2828363514786627E-4
734;1.284322547316197E-4
735;1.2858168957650327E-4
736;1.2873193987311988E-4
737;1.2888300581436073E-4
738;1.2903488759540571E-4
739;1.2918758541372513E-4
740;1.2934109946907918E-4
741;1.2949542996351968E-4
742;1.2965057710139028E-4
743;1.298065410893274E-4
744;1.299633221362612E-4
745;1.3012092045341594E-4
746;1.3027933625431128E-4
747;1.3043856975476277E-4
748;1.3059862117288255E-4
749;1.3075949072908076E-4
750;1.309211786460657E-4
751;1.3108368514884518E-4
752;1.312470104647273E-4
753;1.3141115482332105E-4
754;1.3157611845653755E-4
755;1.3174190159859081E-4
756;1.3190850448599852E-4
757;1.3207592735758333E-4
758;1.3224417045447337E-4
759;1.324132340201036E-4
760;1.3258311830021628E-4
761;1.3275382354286264E-4
762;1.3292534999840303E-4
763;1.3309769791950858E-4
764;1.33270867561162E-4
765;1.3344485918065856E-4
766;1.3361967303760684E-4
767;1.3379530939393056E-4
768;1.3397176851386863E-4
769;1.3414905066397697E-4
770;1.3432715611312934E-4
771;1.345060851325184E-4
772;1.3468583799565657E-4
773;1.3486641497837787E-4
774;1.3504781635883802E-4
775;1.3523004241751646E-4
776;1.35413093437217E-4
777;1.355969697030692E-4
778;1.357816715025293E-4
779;1.3596719912538162E-4
780;1.3615355286373968E-4
781;1.3634073301204734E-4
782;1.3652873986708014E-4
783;1.3671757372794613E-4
784;1.3690723489608795E-4
785;1.3709772367528293E-4
786;1.3728904037164545E-4
787;1.3748118529362735E-4
788;1.3767415875201968E-4
789;1.3786796105995383E-4
790;1.380625925329029E-4
791;1.3825805348868298E-4
792;1.3845434424745437E-4
793;1.386514651317231E-4
794;1.3884941646634218E-4
795;1.3904819857851291E-4
796;1.3924781179778628E-4
797;1.3944825645606447E-4
798;1.3964953288760193E-4
799;1.3985164142900724E-4
800;1.4005458241924402E-4
801;1.4025835619963295E-4
802;1.4046296311385234E-4
803;1.4066840350794048E-4
804;1.408746777302966E-4
805;1.410817861316825E-4
806;1.4128972906522386E-4
807;1.414985068864119E-4
808;1.417081199531049E-4
809;1.4191856862552952E-4
810;1.4212985326628262E-4
811;1.4234197424033243E-4
812;1.4255493191502055E-4
813;1.4276872666006295E-4
814;1.429833588475521E-4
815;1.4319882885195813E-4
816;1.434151370501308E-4
817;1.4363228382130067E-4
818;1.438502695470811E-4
819;1.4406909461146952E-4
820;1.4428875940084962E-4
821;1.445092643039924E-4
822;1.4473060971205803E-4
823;1.4495279601859786E-4
824;1.451758236195555E-4
825;1.4539969291326905E-4
826;1.4562440430047254E-4
827;1.4584995818429775E-4
828;1.4607635497027578E-4
829;1.4630359506633895E-4
830;1.465316788828226E-4
831;1.467606068324666E-4
832;1.4699037933041758E-4
833;1.4722099679423E-4
834;1.4745245964386877E-4
835;1.4768476830171042E-4
836;1.4791792319254532E-4
837;1.4815192474357928E-4
838;1.4838677338443548E-4
839;1.4862246954715634E-4
840;1.488590136662053E-4
841;1.4909640617846888E-4
842;1.4933464752325853E-4
843;1.495737381423122E-4
844;1.4981367847979654E-4
845;1.5005446898230915E-4
846;1.5029611009887984E-4
847;1.5053860228097284E-4
848;1.5078194598248912E-4
849;1.5102614165976791E-4
850;1.5127118977158874E-4
851;1.5151709077917356E-4
852;1.5176384514618884E-4
853;1.5201145333874742E-4
854;1.5225991582541048E-4
855;1.5250923307718982E-4
856;1.5275940556754952E-4
857;1.5301043377240854E-4
858;1.532623181701424E-4
859;1.535150592415852E-4
860;1.5376865747003212E-4
861;1.5402311334124133E-4
862;1.542784273434357E-4
863;1.5453459996730577E-4
864;1.547916317060111E-4
865;1.5504952305518297E-4
866;1.5530827451292633E-4
867;1.5556788657982167E-4
868;1.5582835975892805E-4
869;1.560896945557842E-4
870;1.5635189147841192E-4
871;1.56614951037317E-4
872;1.5687887374549278E-4
873;1.5714366011842146E-4
874;1.574093106740767E-4
875;1.5767582593292584E-4
876;1.5794320641793227E-4
877;1.5821145265455756E-4
878;1.5848056517076404E-4
879;1.5875054449701685E-4
880;1.590213911662862E-4
881;1.592931057140501E-4
882;1.5956568867829643E-4
883;1.5983914059952524E-4
884;1.6011346202075139E-4
885;1.6038865348750678E-4
886;1.606647155478427E-4
887;1.6094164875233235E-4
888;1.6121945365407323E-4
889;1.6149813080868955E-4
890;1.6177768077433474E-4
891;1.6205810411169374E-4
892;1.6233940138398557E-4
893;1.6262157315696612E-4
894;1.6290461999893008E-4
895;1.6318854248071387E-4
896;1.6347334117569788E-4
897;1.6375901665980936E-4
898;1.6404556951152445E-4
899;1.643330003118711E-4
900;1.6462130964443173E-4
901;1.6491049809534545E-4
902;1.652005662533108E-4
903;1.6549151470958857E-4
904;1.6578334405800406E-4
905;1.660760548949499E-4
906;1.663696478193886E-4
907;1.6666412343285532E-4
908;1.669594823394605E-4
909;1.6725572514589239E-4
910;1.6755285246141972E-4
911;1.6785086489789488E-4
912;1.6814976306975583E-4
913;1.684495475940294E-4
914;1.6875021909033405E-4
915;1.6905177818088229E-4
916;1.6935422549048347E-4
917;1.6965756164654663E-4
918;1.6996178727908353E-4
919;1.7026690302071113E-4
920;1.705729095066543E-4
921;1.708798073747489E-4
922;1.7118759726544478E-4
923;1.714962798218078E-4
924;1.718058556895238E-4
925;1.721163255169006E-4
926;1.7242768995487097E-4
927;1.7273994965699628E-4
928;1.7305310527946836E-4
929;1.7336715748111312E-4
930;1.7368210692339308E-4
931;1.7399795427041064E-4
932;1.7431470018891072E-4
933;1.7463234534828386E-4
934;1.749508904205694E-4
935;1.75270336080458E-4
936;1.7559068300529494E-4
937;1.7591193187508315E-4
938;1.76234083372486E-4
939;1.7655713818283067E-4
940;1.7688109699411087E-4
941;1.772059604969901E-4
942;1.7753172938480476E-4
943;1.7785840435356688E-4
944;1.7818598610196772E-4
945;1.7851447533138027E-4
946;1.7884387274586316E-4
947;1.7917417905216295E-4
948;1.7950539495971795E-4
949;1.7983752118066088E-4
950;1.8017055842982222E-4
951;1.8050450742473372E-4
952;1.80839368885631E-4
953;1.81175143535457E-4
954;1.815118320998655E-4
955;1.818494353072239E-4
956;1.821879538886167E-4
957;1.8252738857784856E-4
958;1.8286774011144785E-4
959;1.832090092286698E-4
960;1.835511966714995E-4
961;1.838943031846559E-4
962;1.8423832951559426E-4
963;1.8458327641451022E-4
964;1.8492914463434258E-4
965;1.8527593493077716E-4
966;1.8562364806224958E-4
967;1.859722847899493E-4
968;1.8632184587782244E-4
969;1.8667233209257553E-4
970;1.8702374420367875E-4
971;1.8737608298336918E-4
972;1.87729349206655E-4
973;1.880835436513178E-4
974;1.8843866709791724E-4
975;1.8879472032979342E-4
976;1.8915170413307122E-4
977;1.895096192966634E-4
978;1.8986846661227388E-4
979;1.9022824687440205E-4
980;1.905889608803456E-4
981;1.9095060943020412E-4
982;1.9131319332688312E-4
983;1.9167671337609718E-4
984;1.9204117038637374E-4
985;1.9240656516905647E-4
986;1.9277289853830942E-4
987;1.9314017131111998E-4
988;1.93508384307303E-4
989;1.9387753834950401E-4
990;1.9424763426320347E-4
991;1.9461867287672003E-4
992;1.9499065502121403E-4
993;1.9536358153069184E-4
994;1.9573745324200916E-4
995;1.9611227099487465E-4
996;1.9648803563185392E-4
997;1.968647479983732E-4
998;1.9724240894272306E-4
999;1.9762101931606235E-4
1000;1.9800057997242156E-4
1001;1.9838109176870724E-4
1002;1.9876255556470547E-4
1003;1.9914497222308573E-4
1004;1.9952834260940456E-4
1005;1.9991266759210983E-4
1006;2.0029794804254429E-4
1007;2.0068418483494929E-4
1008;2.010713788464696E-4
1009;2.0145953095715582E-4
1010;2.018486420499698E-4
1011;2.0223871301078744E-4
1012;2.0262974472840342E-4
1013;2.0302173809453445E-4
