epoch;mse
0;0.07459045321332956
1;0.056059812862685535
2;0.048326652158946284
3;0.04391749755008672
4;0.040695661091772306
5;0.03832954564113187
6;0.03639575053479777
7;0.03467459249047048
8;0.033406357748609984
9;0.03175240783736137
10;0.030973943362837143
11;0.029888708169336965
12;0.027621130617903215
13;0.026316071932713295
14;0.025177569998055864
15;0.023655277670140723
16;0.022375507911538584
17;0.02113902580027758
18;0.01990829181287123
19;0.018771573778485616
20;0.017505555932275336
21;0.016505820879451804
22;0.01566090528883219
23;0.014464369322777513
24;0.01362251754667947
25;0.012828384857676442
26;0.011895290981073406
27;0.01118720820593331
28;0.01055691361133874
29;0.01021749565757941
30;0.009508210498273256
31;0.00901612981872827
32;0.008596184921907802
33;0.00814696967301104
34;0.00790392887762194
35;0.007459608515951555
36;0.007258578918525072
37;0.006705819287899134
38;0.006404260556590665
39;0.0062668652497153785
40;0.005992042760406993
41;0.00558711605854485
42;0.005351682217261622
43;0.005140376945434814
44;0.004972621868708987
45;0.004591500415232263
46;0.004321532385802283
47;0.0040954774332008885
48;0.0039038534150651794
49;0.003707873777508861
50;0.0035647050505450664
51;0.003342114173987184
52;0.003208485052735761
53;0.0030468375865623978
54;0.0028953537820498856
55;0.0027874456060100155
56;0.0027351506604128117
57;0.0025662562808847485
58;0.0024923660732647183
59;0.0023598870914139825
60;0.0022738410799051376
61;0.00216592669026259
62;0.0022165820745243567
63;0.0020039160108522506
64;0.0019513521355087504
65;0.0020181737531677134
66;0.001789853568532844
67;0.0017309121629960295
68;0.001671505037870065
69;0.0016122010210090152
70;0.001554825815530841
71;0.0015044934216761451
72;0.0014579616504624276
73;0.0013973498167572694
74;0.0013654550737671155
75;0.0013089506556515369
76;0.0012681542628734332
77;0.0012284126462670775
78;0.0011397045566220116
79;0.0011112973075818522
80;0.0010435797786207863
81;0.00101571546314359
82;9.703795605660404E-4
83;9.291446133405073E-4
84;9.041503039760945E-4
85;8.719031358726691E-4
86;8.412803039639933E-4
87;8.07500176671474E-4
88;7.896173049733102E-4
89;7.532602179221013E-4
90;7.437194107114116E-4
91;7.01032150894014E-4
92;6.959399807746283E-4
93;6.697671160402001E-4
94;6.521426204311411E-4
95;6.332049759027406E-4
96;6.159539650932705E-4
97;6.06011465535671E-4
98;5.845353762480534E-4
99;5.514370670425365E-4
100;5.413192306045343E-4
101;5.270270080679127E-4
102;5.334929607704405E-4
103;4.988617774509765E-4
104;4.8828101570219185E-4
105;4.8036422952177035E-4
106;4.6970275593339597E-4
107;4.5911482819537583E-4
108;4.524266194973485E-4
109;4.39215303664774E-4
110;4.266608640110469E-4
111;4.1989616635713646E-4
112;3.951819175621626E-4
113;3.9179848252020945E-4
114;3.7044240128402225E-4
115;3.6582559547894796E-4
116;3.546518240740692E-4
117;3.4756937563121504E-4
118;3.387995371730757E-4
119;3.3303899899275675E-4
120;3.277556920832289E-4
121;3.226858928520809E-4
122;3.143929662385545E-4
123;3.0708411170279144E-4
124;2.9006810698789856E-4
125;2.644831572144879E-4
126;2.489961665595301E-4
127;2.3603098330385745E-4
128;2.3027499709989656E-4
129;2.2560963734160274E-4
130;2.1812085325322516E-4
131;2.1446650699801902E-4
132;2.089669522334506E-4
133;2.2576233727120276E-4
134;2.0148297880811494E-4
135;1.911833599830916E-4
136;1.796402557225738E-4
137;1.410382150841194E-4
138;1.4496639018203198E-4
139;1.2799991616337797E-4
140;1.3027600074877983E-4
141;1.1844691453944432E-4
142;1.2493885219699705E-4
143;1.1380071195293046E-4
144;1.0891881633619588E-4
145;1.0577150491063339E-4
146;1.0527628000255445E-4
147;1.0151936662924071E-4
148;9.938543192612591E-5
149;9.652708546445931E-5
150;9.452271291530767E-5
151;9.271502927167037E-5
152;9.076389953940173E-5
153;8.878090671340165E-5
154;8.715830319812803E-5
155;8.616127796186994E-5
156;8.469709019895102E-5
157;8.243422335632554E-5
158;8.10545368903666E-5
159;7.976063575726544E-5
160;7.844704144272051E-5
161;7.622556803309115E-5
162;7.480644401242072E-5
163;7.414614497769331E-5
164;7.25190701821443E-5
165;7.14722193789755E-5
166;7.004553234194128E-5
167;6.982607444000949E-5
168;6.756210222344579E-5
169;6.637588589164041E-5
170;6.524738479659614E-5
171;6.454691722870285E-5
172;6.327697100019816E-5
173;6.26518133664466E-5
174;6.153701023641426E-5
175;6.037465160749427E-5
176;5.9378508988426215E-5
177;5.8507380610292036E-5
178;5.748233950847886E-5
179;5.683622579962543E-5
180;5.6045260832163535E-5
181;5.537362881484429E-5
182;5.421797075902951E-5
183;5.381011807293887E-5
184;5.249359732379911E-5
185;5.2020632608505246E-5
186;5.1128355764514124E-5
187;5.065040926504526E-5
188;4.963873063811222E-5
189;4.935196603627358E-5
190;4.828160270739483E-5
191;4.8111055428706046E-5
192;4.750623085375292E-5
193;4.628931421993167E-5
194;4.571155410213125E-5
195;4.508156427907354E-5
196;4.443101971832814E-5
197;4.4295032291790805E-5
198;4.3325760308273516E-5
199;4.287754050376974E-5
200;4.2329309262060975E-5
201;4.1610144626045145E-5
202;4.113706975084433E-5
203;4.058038131461671E-5
204;4.010959384156019E-5
205;3.9609235918076605E-5
206;3.905322227847285E-5
207;3.857519970798458E-5
208;3.861421998759483E-5
209;3.764177518261252E-5
210;3.719706149629616E-5
211;3.687085362504167E-5
212;3.727143705010211E-5
213;3.6454681877062945E-5
214;3.570047847277616E-5
215;3.500368578319656E-5
216;3.4608223792222666E-5
217;3.442341036706276E-5
218;3.3910411129826525E-5
219;3.343611800032483E-5
220;3.3031891632400125E-5
221;3.2676881424554245E-5
222;3.2308711646786106E-5
223;3.205568165410754E-5
224;3.157324097001177E-5
225;3.125674636984144E-5
226;3.0902778735821416E-5
227;3.077329962224092E-5
228;3.034918045438507E-5
